나이,직업,결혼여부,신용,예금여부,대출여부
57세,경영진,이혼,높음,예,아니오
23세,서비스직,미혼,높음,예,아니오
56세,가사도우미,미혼,높음,예,아니오
44세,공무원,이혼,높음,예,예
80세,은퇴,이혼,높음,예,아니오
47세,경영진,기혼,높음,예,아니오
27세,학생,미혼,높음,예,아니오
26세,경영진,미혼,높음,예,예
50세,기술자,이혼,높음,예,아니오
84세,은퇴,기혼,높음,예,아니오
86세,은퇴,기혼,높음,예,아니오
46세,경영진,기혼,높음,예,아니오
45세,기술자,기혼,높음,예,예
60세,육체노동직,기혼,높음,예,아니오
47세,공무원,기혼,높음,예,예
53세,공무원,기혼,높음,예,아니오
54세,기술자,기혼,높음,예,예
19세,학생,미혼,높음,예,아니오
24세,학생,미혼,높음,예,아니오
39세,경영진,이혼,높음,예,아니오
53세,기술자,기혼,높음,예,아니오
29세,경영진,미혼,높음,예,아니오
30세,경영진,기혼,높음,예,예
32세,경영진,미혼,높음,예,예
33세,개인사업자,미혼,높음,예,예
33세,경영진,미혼,높음,예,예
57세,은퇴,기혼,높음,예,아니오
27세,기술자,미혼,높음,예,예
55세,경영진,기혼,높음,예,예
36세,경영진,미혼,높음,예,아니오
26세,경영진,미혼,높음,예,아니오
31세,공무원,기혼,높음,예,아니오
25세,실업자,미혼,높음,예,아니오
49세,공무원,기혼,높음,예,예
30세,경영진,미혼,높음,예,아니오
32세,경영진,미혼,높음,예,아니오
36세,경영진,미혼,높음,예,아니오
38세,경영진,기혼,높음,예,아니오
45세,육체노동직,미혼,높음,예,아니오
36세,경영진,미혼,높음,예,아니오
23세,학생,미혼,높음,예,아니오
38세,기술자,기혼,높음,예,아니오
44세,서비스직,기혼,높음,예,예
35세,경영진,미혼,높음,예,아니오
75세,은퇴,기혼,높음,예,아니오
26세,기술자,미혼,높음,예,아니오
59세,기술자,기혼,높음,예,아니오
30세,경영진,미혼,높음,예,아니오
36세,육체노동직,기혼,높음,예,아니오
39세,기술자,기혼,높음,예,예
24세,경영진,미혼,높음,예,예
22세,서비스직,미혼,높음,예,아니오
36세,경영진,기혼,높음,예,예
22세,경영진,미혼,높음,예,예
34세,경영진,기혼,높음,예,아니오
22세,학생,미혼,높음,예,아니오
57세,경영진,기혼,높음,예,예
30세,학생,미혼,높음,예,아니오
55세,실업자,이혼,높음,예,아니오
38세,육체노동직,이혼,높음,예,예
39세,육체노동직,미혼,높음,예,예
38세,기술자,미혼,높음,예,아니오
24세,공무원,미혼,높음,예,아니오
30세,학생,미혼,높음,예,아니오
29세,육체노동직,미혼,높음,예,아니오
25세,학생,미혼,높음,예,아니오
52세,기술자,기혼,높음,예,예
62세,경영진,기혼,높음,예,아니오
40세,기술자,기혼,높음,예,아니오
76세,은퇴,기혼,높음,예,아니오
31세,공무원,미혼,높음,예,아니오
42세,개인사업자,기혼,높음,예,예
43세,기술자,미혼,높음,예,아니오
73세,은퇴,기혼,높음,예,아니오
41세,경영진,이혼,높음,예,아니오
77세,경영진,기혼,높음,예,예
46세,공무원,이혼,높음,예,예
35세,기술자,기혼,높음,예,아니오
26세,경영진,미혼,높음,예,아니오
45세,육체노동직,미혼,높음,예,예
29세,경영진,미혼,높음,예,아니오
30세,기술자,미혼,높음,예,아니오
26세,실업자,미혼,높음,예,아니오
63세,육체노동직,기혼,높음,예,아니오
37세,실업자,미혼,높음,예,아니오
26세,경영진,미혼,높음,예,아니오
54세,공무원,기혼,높음,예,아니오
30세,공무원,미혼,높음,예,예
61세,은퇴,기혼,높음,예,아니오
69세,은퇴,기혼,높음,예,아니오
76세,개인사업자,기혼,높음,예,아니오
30세,경영진,미혼,높음,예,아니오
64세,은퇴,기혼,높음,예,아니오
55세,가사도우미,기혼,높음,예,예
55세,기술자,기혼,높음,예,아니오
29세,경영진,미혼,높음,예,아니오
41세,실업자,기혼,높음,예,아니오
63세,은퇴,기혼,높음,예,아니오
45세,공무원,기혼,높음,예,아니오
32세,기술자,미혼,높음,예,아니오
41세,개인사업자,기혼,높음,예,예
37세,경영진,기혼,높음,예,아니오
19세,학생,미혼,높음,예,아니오
61세,은퇴,이혼,높음,예,아니오
40세,실업자,미혼,높음,예,아니오
30세,경영진,기혼,높음,예,아니오
54세,기술자,기혼,높음,예,아니오
49세,공무원,기혼,높음,예,아니오
45세,공무원,기혼,높음,예,아니오
48세,육체노동직,기혼,높음,예,예
60세,육체노동직,기혼,높음,예,아니오
34세,실업자,미혼,높음,예,아니오
29세,가사도우미,미혼,높음,예,아니오
77세,은퇴,기혼,높음,예,아니오
64세,경영진,기혼,높음,예,아니오
80세,은퇴,기혼,높음,예,아니오
26세,기술자,미혼,높음,예,아니오
33세,공무원,기혼,높음,예,예
41세,기술자,미혼,높음,예,예
28세,경영진,미혼,높음,예,아니오
74세,은퇴,기혼,높음,예,아니오
29세,학생,미혼,높음,예,아니오
72세,은퇴,기혼,높음,예,아니오
18세,학생,미혼,높음,예,아니오
46세,육체노동직,기혼,높음,예,예
37세,기술자,기혼,높음,예,아니오
37세,경영진,기혼,높음,예,아니오
32세,기술자,기혼,높음,예,예
51세,기술자,기혼,높음,예,아니오
77세,알 수 없음,기혼,높음,예,아니오
35세,경영진,기혼,높음,예,아니오
53세,경영진,기혼,높음,예,아니오
46세,경영진,기혼,높음,예,예
78세,은퇴,이혼,높음,예,아니오
34세,기술자,기혼,높음,예,아니오
54세,경영진,기혼,높음,예,아니오
33세,서비스직,기혼,높음,예,아니오
23세,학생,미혼,높음,예,아니오
34세,기술자,미혼,높음,예,예
32세,실업자,미혼,높음,예,예
54세,알 수 없음,기혼,높음,예,아니오
40세,공무원,기혼,높음,예,예
63세,은퇴,이혼,높음,예,아니오
37세,경영진,기혼,높음,예,예
48세,육체노동직,기혼,높음,예,예
28세,기술자,미혼,높음,예,아니오
35세,경영진,기혼,높음,예,아니오
29세,경영진,미혼,높음,예,아니오
68세,은퇴,기혼,높음,예,아니오
53세,육체노동직,미혼,높음,예,아니오
37세,기술자,미혼,높음,예,아니오
58세,공무원,기혼,높음,예,아니오
37세,경영진,기혼,높음,예,예
37세,공무원,기혼,높음,예,아니오
34세,공무원,기혼,높음,예,아니오
50세,공무원,기혼,높음,예,예
56세,경영진,기혼,높음,예,아니오
57세,은퇴,기혼,높음,예,아니오
29세,실업자,미혼,높음,예,아니오
75세,은퇴,기혼,높음,예,아니오
24세,경영진,미혼,높음,예,아니오
46세,경영진,기혼,높음,예,아니오
27세,학생,미혼,높음,예,아니오
52세,경영진,기혼,높음,예,아니오
38세,경영진,기혼,높음,예,아니오
33세,경영진,미혼,높음,예,아니오
53세,공무원,기혼,높음,예,예
64세,은퇴,기혼,높음,예,아니오
84세,은퇴,이혼,높음,예,아니오
62세,은퇴,기혼,높음,예,아니오
41세,공무원,기혼,높음,예,예
29세,공무원,미혼,높음,예,예
53세,기술자,기혼,높음,예,예
30세,기술자,미혼,높음,예,아니오
37세,경영진,기혼,높음,예,아니오
78세,은퇴,기혼,높음,예,아니오
47세,육체노동직,기혼,높음,예,예
61세,기술자,기혼,높음,예,아니오
46세,개인사업자,기혼,높음,예,아니오
31세,실업자,미혼,높음,예,아니오
21세,학생,미혼,높음,예,아니오
71세,은퇴,기혼,높음,예,아니오
52세,공무원,미혼,높음,예,예
25세,학생,미혼,높음,예,아니오
60세,기술자,기혼,높음,예,아니오
30세,공무원,미혼,높음,예,예
29세,실업자,미혼,높음,예,아니오
52세,경영진,기혼,높음,예,아니오
59세,경영진,기혼,높음,예,아니오
38세,기술자,기혼,높음,예,아니오
33세,서비스직,미혼,높음,예,아니오
31세,기술자,미혼,높음,예,아니오
40세,기술자,기혼,높음,예,아니오
28세,기술자,기혼,높음,예,아니오
66세,경영진,기혼,높음,예,예
32세,공무원,미혼,높음,예,아니오
67세,은퇴,기혼,높음,예,아니오
39세,실업자,이혼,높음,예,예
46세,가사도우미,기혼,높음,예,아니오
54세,은퇴,기혼,높음,예,아니오
47세,서비스직,이혼,높음,예,아니오
45세,기술자,기혼,높음,예,아니오
63세,육체노동직,기혼,높음,예,아니오
60세,실업자,기혼,높음,예,아니오
29세,경영진,기혼,높음,예,아니오
33세,서비스직,미혼,높음,예,예
48세,가사도우미,기혼,높음,예,아니오
26세,기술자,미혼,높음,예,아니오
55세,공무원,기혼,높음,예,아니오
36세,기술자,기혼,높음,예,아니오
33세,공무원,미혼,높음,예,예
28세,육체노동직,미혼,높음,예,예
28세,서비스직,미혼,높음,예,아니오
31세,경영진,미혼,높음,예,아니오
28세,경영진,미혼,높음,예,예
49세,공무원,미혼,높음,예,예
27세,육체노동직,미혼,높음,예,아니오
28세,공무원,기혼,높음,예,아니오
65세,공무원,기혼,높음,예,아니오
30세,기술자,미혼,높음,예,아니오
38세,공무원,기혼,높음,예,예
36세,기술자,이혼,높음,예,예
63세,은퇴,이혼,높음,예,아니오
63세,은퇴,기혼,높음,예,아니오
28세,경영진,미혼,높음,예,아니오
80세,은퇴,기혼,높음,예,아니오
39세,육체노동직,기혼,높음,예,아니오
31세,경영진,미혼,높음,예,아니오
39세,서비스직,기혼,높음,예,아니오
30세,육체노동직,미혼,높음,예,아니오
67세,은퇴,기혼,높음,예,아니오
29세,육체노동직,미혼,높음,예,아니오
36세,경영진,기혼,높음,예,아니오
24세,학생,미혼,높음,예,아니오
30세,기술자,미혼,높음,예,아니오
21세,학생,미혼,높음,예,아니오
27세,공무원,미혼,높음,예,아니오
56세,공무원,기혼,높음,예,아니오
66세,공무원,기혼,높음,예,아니오
71세,은퇴,이혼,높음,예,아니오
26세,서비스직,미혼,높음,예,아니오
62세,은퇴,기혼,높음,예,아니오
32세,개인사업자,미혼,높음,예,예
68세,은퇴,이혼,높음,예,아니오
37세,공무원,기혼,높음,예,아니오
27세,경영진,미혼,높음,예,아니오
45세,기술자,미혼,높음,예,아니오
64세,은퇴,기혼,높음,예,아니오
38세,학생,이혼,높음,예,아니오
66세,가사도우미,기혼,높음,예,아니오
30세,경영진,미혼,높음,예,아니오
39세,기술자,미혼,높음,예,아니오
24세,기술자,미혼,높음,예,아니오
49세,기술자,기혼,높음,예,아니오
34세,경영진,기혼,높음,예,예
46세,육체노동직,기혼,높음,예,아니오
32세,기술자,미혼,높음,예,아니오
52세,육체노동직,기혼,높음,예,예
25세,육체노동직,미혼,높음,예,아니오
57세,경영진,이혼,높음,예,아니오
64세,은퇴,이혼,높음,예,아니오
33세,경영진,미혼,높음,예,아니오
36세,경영진,미혼,높음,예,아니오
59세,경영진,기혼,높음,예,아니오
25세,학생,미혼,높음,예,아니오
43세,서비스직,기혼,높음,예,아니오
37세,개인사업자,미혼,높음,예,아니오
49세,경영진,기혼,높음,예,예
42세,기술자,이혼,높음,예,예
27세,육체노동직,미혼,높음,예,아니오
29세,기술자,미혼,높음,예,아니오
37세,기술자,기혼,높음,예,아니오
47세,경영진,미혼,높음,예,예
38세,경영진,미혼,높음,예,아니오
48세,경영진,미혼,높음,예,아니오
55세,가사도우미,이혼,높음,예,아니오
39세,기술자,미혼,높음,예,아니오
49세,공무원,미혼,높음,예,아니오
68세,은퇴,이혼,높음,예,아니오
45세,경영진,기혼,높음,예,아니오
67세,은퇴,기혼,높음,예,아니오
60세,은퇴,기혼,높음,예,아니오
31세,육체노동직,미혼,높음,예,예
58세,육체노동직,기혼,높음,예,아니오
41세,공무원,기혼,높음,예,예
23세,서비스직,미혼,높음,예,아니오
35세,실업자,기혼,높음,예,아니오
33세,경영진,미혼,높음,예,예
32세,기술자,이혼,높음,예,아니오
48세,공무원,미혼,높음,예,예
43세,경영진,미혼,높음,예,아니오
32세,기술자,미혼,높음,예,아니오
74세,은퇴,이혼,높음,예,아니오
32세,경영진,미혼,높음,예,아니오
63세,은퇴,기혼,높음,예,아니오
28세,학생,미혼,높음,예,아니오
31세,서비스직,미혼,높음,예,아니오
26세,육체노동직,미혼,높음,예,예
31세,학생,미혼,높음,예,아니오
39세,경영진,이혼,높음,예,아니오
28세,서비스직,미혼,높음,예,아니오
30세,기술자,미혼,높음,예,예
24세,공무원,미혼,높음,예,예
32세,경영진,미혼,높음,예,아니오
46세,경영진,이혼,높음,예,아니오
60세,기술자,기혼,높음,예,아니오
37세,기술자,기혼,높음,예,예
48세,경영진,미혼,높음,예,아니오
52세,서비스직,기혼,높음,예,아니오
29세,경영진,미혼,높음,예,아니오
71세,은퇴,이혼,높음,예,아니오
47세,경영진,미혼,높음,예,아니오
70세,은퇴,기혼,높음,예,아니오
28세,경영진,미혼,낮음,예,예
31세,개인사업자,기혼,높음,예,아니오
80세,은퇴,기혼,높음,예,아니오
29세,경영진,미혼,높음,예,아니오
23세,학생,미혼,높음,예,아니오
34세,서비스직,미혼,높음,예,아니오
69세,은퇴,기혼,높음,예,아니오
19세,학생,미혼,높음,예,아니오
35세,육체노동직,미혼,높음,예,아니오
38세,공무원,기혼,높음,예,예
32세,기술자,미혼,높음,예,아니오
50세,알 수 없음,기혼,높음,예,아니오
27세,기술자,미혼,높음,예,아니오
53세,공무원,미혼,높음,예,아니오
35세,개인사업자,기혼,높음,예,아니오
43세,공무원,미혼,높음,예,아니오
30세,개인사업자,미혼,높음,예,아니오
57세,은퇴,기혼,높음,예,아니오
31세,경영진,미혼,높음,예,예
65세,은퇴,이혼,높음,예,아니오
25세,육체노동직,미혼,높음,예,예
33세,경영진,미혼,높음,예,아니오
79세,은퇴,이혼,높음,예,아니오
24세,학생,미혼,높음,예,아니오
27세,기술자,미혼,높음,예,아니오
36세,경영진,미혼,높음,예,아니오
26세,육체노동직,미혼,높음,예,아니오
51세,경영진,기혼,높음,예,예
70세,은퇴,이혼,높음,예,아니오
23세,학생,미혼,높음,예,아니오
41세,기술자,미혼,높음,예,아니오
53세,기술자,기혼,높음,예,아니오
86세,은퇴,기혼,높음,예,아니오
27세,학생,미혼,높음,예,아니오
34세,기술자,미혼,높음,예,아니오
68세,은퇴,이혼,높음,예,아니오
35세,경영진,기혼,높음,예,예
28세,학생,미혼,높음,예,아니오
66세,은퇴,기혼,높음,예,아니오
30세,경영진,미혼,높음,예,아니오
